"SUID","EdgeBetweenness","interaction","name","selected","shared interaction","shared name"
"47726","1.0","interacts with","Digital Humanities: Coding and Data Visualization (interacts with) Information Retrieval","false","interacts with","Digital Humanities: Coding and Data Visualization (interacts with) Information Retrieval"
"47727","1.0","interacts with","Digital Humanities: Coding and Data Visualization (interacts with) Mapping","false","interacts with","Digital Humanities: Coding and Data Visualization (interacts with) Mapping"
"47728","1.0","interacts with","Digital Humanities: Coding and Data Visualization (interacts with) Pattern Recognition","false","interacts with","Digital Humanities: Coding and Data Visualization (interacts with) Pattern Recognition"
"47729","1.0","interacts with","Digital Humanities: Coding and Data Visualization (interacts with) Preservation Metadata ","false","interacts with","Digital Humanities: Coding and Data Visualization (interacts with) Preservation Metadata "
"47730","1.0","interacts with","Digital Humanities: Coding and Data Visualization (interacts with) Scanning","false","interacts with","Digital Humanities: Coding and Data Visualization (interacts with) Scanning"
"47731","1.0","interacts with","Digital Humanities: Coding and Data Visualization (interacts with) Searching","false","interacts with","Digital Humanities: Coding and Data Visualization (interacts with) Searching"
"47732","1.0","interacts with","Digital Humanities: Coding and Data Visualization (interacts with) Technology Preservation","false","interacts with","Digital Humanities: Coding and Data Visualization (interacts with) Technology Preservation"
"47733","1.0","interacts with","Digital Humanities: Coding and Data Visualization (interacts with) Text Mining","false","interacts with","Digital Humanities: Coding and Data Visualization (interacts with) Text Mining"
"47735","1.0","interacts with","Digital Studies Certificate Program (interacts with) Brainstorming","false","interacts with","Digital Studies Certificate Program (interacts with) Brainstorming"
"47736","1.0","interacts with","Digital Studies Certificate Program (interacts with) Browsing","false","interacts with","Digital Studies Certificate Program (interacts with) Browsing"
"47737","1.0","interacts with","Digital Studies Certificate Program (interacts with) Cluster Analysis ","false","interacts with","Digital Studies Certificate Program (interacts with) Cluster Analysis "
"47738","1.0","interacts with","Digital Studies Certificate Program (interacts with) Collocation Analysis ","false","interacts with","Digital Studies Certificate Program (interacts with) Collocation Analysis "
"47739","1.0","interacts with","Digital Studies Certificate Program (interacts with) Commenting","false","interacts with","Digital Studies Certificate Program (interacts with) Commenting"
"47740","1.0","interacts with","Digital Studies Certificate Program (interacts with) Concordancing ","false","interacts with","Digital Studies Certificate Program (interacts with) Concordancing "
"47741","1.0","interacts with","Digital Studies Certificate Program (interacts with) Debugging","false","interacts with","Digital Studies Certificate Program (interacts with) Debugging"
"47742","1.0","interacts with","Digital Studies Certificate Program (interacts with) Distance Measures","false","interacts with","Digital Studies Certificate Program (interacts with) Distance Measures"
"47743","1.0","interacts with","Digital Studies Certificate Program (interacts with) Durable Persistent Media ","false","interacts with","Digital Studies Certificate Program (interacts with) Durable Persistent Media "
"47744","1.0","interacts with","Digital Studies Certificate Program (interacts with) Encoding","false","interacts with","Digital Studies Certificate Program (interacts with) Encoding"
"47745","1.0","interacts with","Digital Studies Certificate Program (interacts with) Gamification","false","interacts with","Digital Studies Certificate Program (interacts with) Gamification"
"47746","1.0","interacts with","Digital Studies Certificate Program (interacts with) Georeferencing ","false","interacts with","Digital Studies Certificate Program (interacts with) Georeferencing "
"47747","1.0","interacts with","Digital Studies Certificate Program (interacts with) Information Retrieval","false","interacts with","Digital Studies Certificate Program (interacts with) Information Retrieval"
"47748","1.0","interacts with","Digital Studies Certificate Program (interacts with) Mapping","false","interacts with","Digital Studies Certificate Program (interacts with) Mapping"
"47749","1.0","interacts with","Digital Studies Certificate Program (interacts with) Named Entity Recognition ","false","interacts with","Digital Studies Certificate Program (interacts with) Named Entity Recognition "
"47750","1.0","interacts with","Digital Studies Certificate Program (interacts with) Open Archival Information Systems","false","interacts with","Digital Studies Certificate Program (interacts with) Open Archival Information Systems"
"47751","1.0","interacts with","Digital Studies Certificate Program (interacts with) Pattern Recognition","false","interacts with","Digital Studies Certificate Program (interacts with) Pattern Recognition"
"47752","1.0","interacts with","Digital Studies Certificate Program (interacts with) Photography","false","interacts with","Digital Studies Certificate Program (interacts with) Photography"
"47753","1.0","interacts with","Digital Studies Certificate Program (interacts with) Preservation Metadata ","false","interacts with","Digital Studies Certificate Program (interacts with) Preservation Metadata "
"47754","1.0","interacts with","Digital Studies Certificate Program (interacts with) Principal Component Analysis","false","interacts with","Digital Studies Certificate Program (interacts with) Principal Component Analysis"
"47755","1.0","interacts with","Digital Studies Certificate Program (interacts with) Replication ","false","interacts with","Digital Studies Certificate Program (interacts with) Replication "
"47756","1.0","interacts with","Digital Studies Certificate Program (interacts with) Scanning","false","interacts with","Digital Studies Certificate Program (interacts with) Scanning"
"47757","1.0","interacts with","Digital Studies Certificate Program (interacts with) Searching","false","interacts with","Digital Studies Certificate Program (interacts with) Searching"
"47758","1.0","interacts with","Digital Studies Certificate Program (interacts with) Sentiment Analysis ","false","interacts with","Digital Studies Certificate Program (interacts with) Sentiment Analysis "
"47759","1.0","interacts with","Digital Studies Certificate Program (interacts with) Sequence Alignment","false","interacts with","Digital Studies Certificate Program (interacts with) Sequence Alignment"
"47760","1.0","interacts with","Digital Studies Certificate Program (interacts with) Technology Preservation","false","interacts with","Digital Studies Certificate Program (interacts with) Technology Preservation"
"47761","1.0","interacts with","Digital Studies Certificate Program (interacts with) Topic Modeling","false","interacts with","Digital Studies Certificate Program (interacts with) Topic Modeling"
"47762","1.0","interacts with","Digital Studies Certificate Program (interacts with) Versioning","false","interacts with","Digital Studies Certificate Program (interacts with) Versioning"
"47763","1.0","interacts with","Digital Studies Certificate Program (interacts with) Web Crawling ","false","interacts with","Digital Studies Certificate Program (interacts with) Web Crawling "
"47764","1.0","interacts with","Digital Studies Certificate Program (interacts with) Text Mining","false","interacts with","Digital Studies Certificate Program (interacts with) Text Mining"
"47766","1.0","interacts with","Korpuslingvistiikka ja tilastolliset menetelmÃ¤t (Corpus Linguistics and Statistical Methods) (interacts with) Browsing","false","interacts with","Korpuslingvistiikka ja tilastolliset menetelmÃ¤t (Corpus Linguistics and Statistical Methods) (interacts with) Browsing"
"47767","1.0","interacts with","Korpuslingvistiikka ja tilastolliset menetelmÃ¤t (Corpus Linguistics and Statistical Methods) (interacts with) Collocation Analysis ","false","interacts with","Korpuslingvistiikka ja tilastolliset menetelmÃ¤t (Corpus Linguistics and Statistical Methods) (interacts with) Collocation Analysis "
"47768","1.0","interacts with","Korpuslingvistiikka ja tilastolliset menetelmÃ¤t (Corpus Linguistics and Statistical Methods) (interacts with) Concordancing ","false","interacts with","Korpuslingvistiikka ja tilastolliset menetelmÃ¤t (Corpus Linguistics and Statistical Methods) (interacts with) Concordancing "
"47769","1.0","interacts with","Korpuslingvistiikka ja tilastolliset menetelmÃ¤t (Corpus Linguistics and Statistical Methods) (interacts with) Searching","false","interacts with","Korpuslingvistiikka ja tilastolliset menetelmÃ¤t (Corpus Linguistics and Statistical Methods) (interacts with) Searching"
"47771","1.0","interacts with","Digital Landscape and Settlement Archaeology in Ancient Rome (interacts with) Distance Measures","false","interacts with","Digital Landscape and Settlement Archaeology in Ancient Rome (interacts with) Distance Measures"
"47772","1.0","interacts with","Digital Landscape and Settlement Archaeology in Ancient Rome (interacts with) Georeferencing ","false","interacts with","Digital Landscape and Settlement Archaeology in Ancient Rome (interacts with) Georeferencing "
